,iso2,year,sex,age,cases
3962,IL,2007,f,45 - 54,3
3963,IL,2008,f,45 - 54,8
3964,IQ,2008,f,45 - 54,175
3965,IR,2008,f,45 - 54,263
3966,IS,2005,f,45 - 54,0
3967,IS,2006,f,45 - 54,0
3968,IS,2007,f,45 - 54,0
3969,IS,2008,f,45 - 54,0
3970,IT,2005,f,45 - 54,25
3971,IT,2006,f,45 - 54,48
3972,IT,2007,f,45 - 54,31
3973,IT,2008,f,45 - 54,24
3974,JM,2008,f,45 - 54,1
3975,JO,2008,f,45 - 54,4
3976,JP,2008,f,45 - 54,173
3977,KE,2008,f,45 - 54,1065
3978,KG,2005,f,45 - 54,70
3979,KI,2008,f,45 - 54,9
3980,KM,2008,f,45 - 54,6
3981,KN,2008,f,45 - 54,1
3982,KP,2008,f,45 - 54,2282
3983,KR,2008,f,45 - 54,402
3984,KW,2008,f,45 - 54,7
3985,KZ,2005,f,45 - 54,286
3986,KZ,2007,f,45 - 54,249
3987,KZ,2008,f,45 - 54,230
3988,LB,2008,f,45 - 54,7
3989,LC,2008,f,45 - 54,2
3990,LR,2008,f,45 - 54,298
3991,LS,2008,f,45 - 54,146
3992,LT,2005,f,45 - 54,49
3993,LT,2006,f,45 - 54,52
3994,LT,2007,f,45 - 54,50
3995,LT,2008,f,45 - 54,36
3996,LU,2005,f,45 - 54,1
3997,LU,2006,f,45 - 54,0
3998,LU,2007,f,45 - 54,0
3999,LU,2008,f,45 - 54,0
4000,LV,2005,f,45 - 54,23
4001,LV,2006,f,45 - 54,28
4002,LV,2008,f,45 - 54,21
4003,LY,2008,f,45 - 54,20
4004,MA,2008,f,45 - 54,360
4005,MD,2005,f,45 - 54,61
4006,MD,2007,f,45 - 54,58
4007,MD,2008,f,45 - 54,52
4008,ME,2005,f,45 - 54,4
4009,ME,2007,f,45 - 54,3
4010,ME,2008,f,45 - 54,10
4011,MG,2008,f,45 - 54,911
4012,MH,2008,f,45 - 54,5
4013,MK,2005,f,45 - 54,7
4014,MK,2006,f,45 - 54,6
4015,MK,2007,f,45 - 54,4
4016,MK,2008,f,45 - 54,8
4017,ML,2008,f,45 - 54,245
4018,MO,2008,f,45 - 54,6
4019,MP,2008,f,45 - 54,0
4020,MT,2005,f,45 - 54,0
4021,MT,2006,f,45 - 54,0
4022,MT,2007,f,45 - 54,0
4023,MT,2008,f,45 - 54,0
4024,MU,2008,f,45 - 54,5
4025,MX,2008,f,45 - 54,774
4026,MY,2008,f,45 - 54,878
4027,NC,2008,f,45 - 54,0
4028,NL,2005,f,45 - 54,9
4029,NL,2006,f,45 - 54,5
4030,NL,2007,f,45 - 54,6
4031,NL,2008,f,45 - 54,6
4032,NO,2005,f,45 - 54,1
4033,NO,2006,f,45 - 54,2
4034,NO,2008,f,45 - 54,0
4035,NR,2008,f,45 - 54,0
4036,NZ,2008,f,45 - 54,3
4037,OM,2008,f,45 - 54,4
4038,PE,2008,f,45 - 54,791
4039,PF,2008,f,45 - 54,0
4040,PL,2005,f,45 - 54,151
4041,PL,2006,f,45 - 54,118
4042,PL,2007,f,45 - 54,132
4043,PL,2008,f,45 - 54,132
4044,PR,2008,f,45 - 54,2
4045,PS,2008,f,45 - 54,1
4046,PT,2005,f,45 - 54,29
4047,PT,2006,f,45 - 54,33
4048,PT,2007,f,45 - 54,27
4049,PT,2008,f,45 - 54,38
4050,PY,2008,f,45 - 54,61
4051,QA,2008,f,45 - 54,2
4052,RO,2005,f,45 - 54,374
4053,RO,2006,f,45 - 54,334
4054,RO,2008,f,45 - 54,320
4055,RS,2005,f,45 - 54,49
4056,RS,2006,f,45 - 54,44
4057,RS,2007,f,45 - 54,43
4058,RS,2008,f,45 - 54,39
4059,RU,2008,f,45 - 54,1530
4060,SB,2008,f,45 - 54,13
4061,SC,2008,f,45 - 54,0
4062,SD,2008,f,45 - 54,601
4063,SE,2005,f,45 - 54,5
4064,SE,2006,f,45 - 54,1
4065,SE,2007,f,45 - 54,4
4066,SE,2008,f,45 - 54,4
4067,SG,2008,f,45 - 54,26
4068,SI,2005,f,45 - 54,5
4069,SI,2006,f,45 - 54,2
4070,SI,2007,f,45 - 54,2
4071,SI,2008,f,45 - 54,5
4072,SK,2005,f,45 - 54,5
4073,SK,2006,f,45 - 54,4
4074,SK,2007,f,45 - 54,6
4075,SK,2008,f,45 - 54,5
4076,SN,2008,f,45 - 54,230
4077,SV,2008,f,45 - 54,42
4078,SZ,2008,f,45 - 54,114
4079,TJ,2005,f,45 - 54,89
4080,TJ,2008,f,45 - 54,101
4081,TM,2005,f,45 - 54,46
4082,TM,2007,f,45 - 54,69
4083,TO,2008,f,45 - 54,1
4084,TR,2005,f,45 - 54,175
4085,TR,2006,f,45 - 54,155
4086,TR,2007,f,45 - 54,165
4087,TR,2008,f,45 - 54,152
4088,TT,2008,f,45 - 54,8
4089,TV,2008,f,45 - 54,1
4090,UA,2007,f,45 - 54,855
4091,UG,2008,f,45 - 54,862
4092,US,2008,f,45 - 54,224
4093,UY,2008,f,45 - 54,15
4094,UZ,2007,f,45 - 54,255
4095,VE,2008,f,45 - 54,171
4096,ZA,2008,f,45 - 54,7146
4097,AD,2005,f,55 - 64,0
4098,AD,2006,f,55 - 64,0
4099,AD,2008,f,55 - 64,0
4100,AE,2008,f,55 - 64,3
4101,AL,2005,f,55 - 64,5
4102,AL,2006,f,55 - 64,7
4103,AL,2007,f,55 - 64,11
4104,AM,2005,f,55 - 64,4
4105,AM,2006,f,55 - 64,7
4106,AM,2007,f,55 - 64,7
4107,AM,2008,f,55 - 64,10
4108,AR,2008,f,55 - 64,157
4109,AT,2005,f,55 - 64,5
4110,AT,2006,f,55 - 64,3
4111,AZ,2005,f,55 - 64,24
4112,AZ,2006,f,55 - 64,15
4113,BA,2005,f,55 - 64,28
4114,BA,2006,f,55 - 64,20
4115,BA,2007,f,55 - 64,0
4116,BA,2008,f,55 - 64,6
4117,BB,2008,f,55 - 64,0
4118,BE,2005,f,55 - 64,4
4119,BE,2006,f,55 - 64,7
4120,BE,2008,f,55 - 64,3
4121,BG,2005,f,55 - 64,37
4122,BG,2008,f,55 - 64,23
4123,BH,2008,f,55 - 64,0
4124,BN,2008,f,55 - 64,7
4125,BR,2008,f,55 - 64,964
4126,BS,2008,f,55 - 64,0
4127,BW,2008,f,55 - 64,51
4128,BZ,2008,f,55 - 64,3
4129,CA,2008,f,55 - 64,20
4130,CH,2005,f,55 - 64,2
4131,CH,2006,f,55 - 64,1
4132,CH,2007,f,55 - 64,3
4133,CH,2008,f,55 - 64,1
4134,CM,2008,f,55 - 64,234
4135,CY,2005,f,55 - 64,0
4136,CY,2006,f,55 - 64,0
4137,CY,2007,f,55 - 64,0
4138,CY,2008,f,55 - 64,0
4139,CZ,2005,f,55 - 64,5
4140,CZ,2006,f,55 - 64,6
4141,CZ,2007,f,55 - 64,5
4142,CZ,2008,f,55 - 64,10
4143,DE,2005,f,55 - 64,37
4144,DE,2006,f,55 - 64,24
4145,DE,2007,f,55 - 64,46
4146,DE,2008,f,55 - 64,33
4147,DK,2005,f,55 - 64,3
4148,DK,2006,f,55 - 64,5
4149,DK,2007,f,55 - 64,5
4150,DK,2008,f,55 - 64,4
4151,DM,2008,f,55 - 64,0
4152,DO,2008,f,55 - 64,55
4153,EE,2005,f,55 - 64,6
4154,EE,2006,f,55 - 64,4
4155,EE,2007,f,55 - 64,7
4156,EE,2008,f,55 - 64,4
4157,EG,2008,f,55 - 64,169
4158,ES,2005,f,55 - 64,24
4159,ES,2006,f,55 - 64,19
4160,ES,2007,f,55 - 64,23
4161,ES,2008,f,55 - 64,16
4162,FI,2005,f,55 - 64,6
4163,FI,2006,f,55 - 64,1
4164,FI,2007,f,55 - 64,0
4165,FI,2008,f,55 - 64,2
4166,FM,2008,f,55 - 64,0
4167,FR,2005,f,55 - 64,38
4168,FR,2006,f,55 - 64,44
4169,FR,2007,f,55 - 64,61
4170,FR,2008,f,55 - 64,38
4171,GB,2005,f,55 - 64,28
4172,GB,2006,f,55 - 64,42
4173,GB,2007,f,55 - 64,45
4174,GB,2008,f,55 - 64,28
4175,GE,2006,f,55 - 64,26
4176,GE,2007,f,55 - 64,17
4177,GE,2008,f,55 - 64,109
4178,GM,2008,f,55 - 64,45
4179,GR,2005,f,55 - 64,2
4180,GR,2006,f,55 - 64,6
4181,GR,2007,f,55 - 64,3
4182,GR,2008,f,55 - 64,3
4183,GT,2008,f,55 - 64,100
4184,GU,2008,f,55 - 64,1
4185,GY,2008,f,55 - 64,3
4186,HK,2008,f,55 - 64,40
4187,HN,2008,f,55 - 64,82
4188,HR,2005,f,55 - 64,6
4189,HR,2006,f,55 - 64,7
4190,HR,2008,f,55 - 64,12
4191,HT,2008,f,55 - 64,179
4192,HU,2005,f,55 - 64,15
4193,HU,2006,f,55 - 64,11
4194,HU,2007,f,55 - 64,6
4195,HU,2008,f,55 - 64,5
4196,ID,2008,f,55 - 64,8485
4197,IE,2005,f,55 - 64,0
4198,IE,2006,f,55 - 64,3
4199,IE,2007,f,55 - 64,2
4200,IE,2008,f,55 - 64,3
4201,IL,2005,f,55 - 64,1
4202,IL,2006,f,55 - 64,2
4203,IL,2007,f,55 - 64,6
4204,IL,2008,f,55 - 64,4
4205,IQ,2008,f,55 - 64,161
4206,IR,2008,f,55 - 64,367
4207,IS,2005,f,55 - 64,0
4208,IS,2006,f,55 - 64,0
4209,IS,2007,f,55 - 64,0
4210,IS,2008,f,55 - 64,0
4211,IT,2005,f,55 - 64,19
4212,IT,2006,f,55 - 64,16
4213,IT,2007,f,55 - 64,19
4214,IT,2008,f,55 - 64,21
4215,JM,2008,f,55 - 64,1
4216,JO,2008,f,55 - 64,7
4217,JP,2008,f,55 - 64,253
4218,KE,2008,f,55 - 64,481
4219,KG,2005,f,55 - 64,33
4220,KI,2008,f,55 - 64,3
4221,KM,2008,f,55 - 64,2
4222,KN,2008,f,55 - 64,0
4223,KP,2008,f,55 - 64,1177
4224,KR,2008,f,55 - 64,360
4225,KW,2008,f,55 - 64,5
4226,KZ,2005,f,55 - 64,121
4227,KZ,2007,f,55 - 64,124
4228,KZ,2008,f,55 - 64,137
4229,LB,2008,f,55 - 64,3
4230,LC,2008,f,55 - 64,1
4231,LR,2008,f,55 - 64,170
4232,LS,2008,f,55 - 64,76
4233,LT,2005,f,55 - 64,23
4234,LT,2006,f,55 - 64,38
4235,LT,2007,f,55 - 64,22
4236,LT,2008,f,55 - 64,18
4237,LU,2005,f,55 - 64,1
4238,LU,2006,f,55 - 64,1
4239,LU,2007,f,55 - 64,0
4240,LU,2008,f,55 - 64,0
4241,LV,2005,f,55 - 64,18
4242,LV,2006,f,55 - 64,9
4243,LV,2008,f,55 - 64,9
4244,LY,2008,f,55 - 64,9
4245,MA,2008,f,55 - 64,290
4246,MD,2005,f,55 - 64,23
4247,MD,2007,f,55 - 64,25
4248,MD,2008,f,55 - 64,22
4249,ME,2005,f,55 - 64,0
4250,ME,2007,f,55 - 64,3
4251,ME,2008,f,55 - 64,4
4252,MG,2008,f,55 - 64,383
4253,MH,2008,f,55 - 64,1
4254,MK,2005,f,55 - 64,5
4255,MK,2006,f,55 - 64,7
4256,MK,2007,f,55 - 64,4
4257,MK,2008,f,55 - 64,7
4258,ML,2008,f,55 - 64,172
4259,MO,2008,f,55 - 64,6
4260,MP,2008,f,55 - 64,1
4261,MT,2005,f,55 - 64,0
4262,MT,2006,f,55 - 64,0
4263,MT,2007,f,55 - 64,0
4264,MT,2008,f,55 - 64,0
4265,MU,2008,f,55 - 64,2
4266,MX,2008,f,55 - 64,699
4267,MY,2008,f,55 - 64,648
4268,NC,2008,f,55 - 64,0
4269,NL,2005,f,55 - 64,1
4270,NL,2006,f,55 - 64,3
4271,NL,2007,f,55 - 64,5
4272,NL,2008,f,55 - 64,6
4273,NO,2005,f,55 - 64,0
4274,NO,2006,f,55 - 64,1
4275,NO,2008,f,55 - 64,1
4276,NR,2008,f,55 - 64,0
4277,NZ,2008,f,55 - 64,3
4278,OM,2008,f,55 - 64,5
4279,PE,2008,f,55 - 64,373
4280,PF,2008,f,55 - 64,1
4281,PL,2005,f,55 - 64,63
4282,PL,2006,f,55 - 64,72
4283,PL,2007,f,55 - 64,79
4284,PL,2008,f,55 - 64,77
4285,PR,2008,f,55 - 64,3
4286,PS,2008,f,55 - 64,2
4287,PT,2005,f,55 - 64,11
4288,PT,2006,f,55 - 64,22
4289,PT,2007,f,55 - 64,12
4290,PT,2008,f,55 - 64,15
4291,PY,2008,f,55 - 64,42
4292,QA,2008,f,55 - 64,0
4293,RO,2005,f,55 - 64,219
4294,RO,2006,f,55 - 64,224
4295,RO,2008,f,55 - 64,225
4296,RS,2005,f,55 - 64,22
4297,RS,2006,f,55 - 64,44
4298,RS,2007,f,55 - 64,26
4299,RS,2008,f,55 - 64,26
4300,RU,2008,f,55 - 64,687
4301,SB,2008,f,55 - 64,3
4302,SC,2008,f,55 - 64,0
4303,SD,2008,f,55 - 64,344
4304,SE,2005,f,55 - 64,3
4305,SE,2006,f,55 - 64,2
4306,SE,2007,f,55 - 64,1
4307,SE,2008,f,55 - 64,1
4308,SG,2008,f,55 - 64,17
4309,SI,2005,f,55 - 64,4
4310,SI,2006,f,55 - 64,4
4311,SI,2007,f,55 - 64,3
4312,SI,2008,f,55 - 64,2
4313,SK,2005,f,55 - 64,6
4314,SK,2006,f,55 - 64,3
4315,SK,2007,f,55 - 64,3
4316,SK,2008,f,55 - 64,1
4317,SN,2008,f,55 - 64,148
4318,SV,2008,f,55 - 64,40
4319,SZ,2008,f,55 - 64,57
4320,TJ,2005,f,55 - 64,43
4321,TJ,2008,f,55 - 64,40
4322,TM,2005,f,55 - 64,27
4323,TM,2007,f,55 - 64,36
4324,TO,2008,f,55 - 64,2
4325,TR,2005,f,55 - 64,166
4326,TR,2006,f,55 - 64,149
4327,TR,2007,f,55 - 64,128
4328,TR,2008,f,55 - 64,139
4329,TT,2008,f,55 - 64,4
4330,TV,2008,f,55 - 64,0
4331,UA,2007,f,55 - 64,438
4332,UG,2008,f,55 - 64,314
4333,US,2008,f,55 - 64,172
4334,UY,2008,f,55 - 64,13
4335,UZ,2007,f,55 - 64,235
4336,VE,2008,f,55 - 64,146
4337,ZA,2008,f,55 - 64,3234
4338,AD,2005,f,65+,0
4339,AD,2006,f,65+,0
4340,AD,2008,f,65+,0
4341,AE,2008,f,65+,3
4342,AL,2005,f,65+,18
4343,AL,2006,f,65+,13
4344,AL,2007,f,65+,9
4345,AM,2005,f,65+,7
4346,AM,2006,f,65+,4
4347,AM,2007,f,65+,7
4348,AM,2008,f,65+,11
4349,AR,2008,f,65+,204
4350,AT,2005,f,65+,10
4351,AT,2006,f,65+,15
4352,AZ,2005,f,65+,24
4353,AZ,2006,f,65+,8
4354,BA,2005,f,65+,130
4355,BA,2006,f,65+,88
4356,BA,2007,f,65+,0
4357,BA,2008,f,65+,112
4358,BB,2008,f,65+,0
4359,BE,2005,f,65+,23
4360,BE,2006,f,65+,22
4361,BE,2008,f,65+,12
4362,BG,2005,f,65+,70
4363,BG,2008,f,65+,44
4364,BH,2008,f,65+,0
4365,BN,2008,f,65+,10
4366,BR,2008,f,65+,879
4367,BS,2008,f,65+,0
4368,BW,2008,f,65+,30
4369,BZ,2008,f,65+,8
4370,CA,2008,f,65+,45
4371,CH,2005,f,65+,4
4372,CH,2006,f,65+,2
4373,CH,2007,f,65+,7
4374,CH,2008,f,65+,1
4375,CM,2008,f,65+,148
4376,CY,2005,f,65+,0
4377,CY,2006,f,65+,0
4378,CY,2007,f,65+,0
4379,CY,2008,f,65+,0
4380,CZ,2005,f,65+,28
4381,CZ,2006,f,65+,30
4382,CZ,2007,f,65+,28
4383,CZ,2008,f,65+,23
4384,DE,2005,f,65+,103
4385,DE,2006,f,65+,102
4386,DE,2007,f,65+,178
4387,DE,2008,f,65+,71
4388,DK,2005,f,65+,5
4389,DK,2006,f,65+,4
4390,DK,2007,f,65+,8
4391,DK,2008,f,65+,1
4392,DM,2008,f,65+,0
4393,DO,2008,f,65+,52
4394,EE,2005,f,65+,8
4395,EE,2006,f,65+,6
4396,EE,2007,f,65+,6
4397,EE,2008,f,65+,15
4398,EG,2008,f,65+,113
4399,ES,2005,f,65+,108
4400,ES,2006,f,65+,77
4401,ES,2007,f,65+,93
4402,ES,2008,f,65+,73
4403,FI,2005,f,65+,20
4404,FI,2006,f,65+,19
4405,FI,2007,f,65+,13
4406,FI,2008,f,65+,14
4407,FM,2008,f,65+,0
4408,FR,2005,f,65+,180
4409,FR,2006,f,65+,170
4410,FR,2007,f,65+,188
4411,FR,2008,f,65+,101
4412,GB,2005,f,65+,83
4413,GB,2006,f,65+,97
4414,GB,2007,f,65+,138
4415,GB,2008,f,65+,62
4416,GE,2006,f,65+,34
4417,GE,2007,f,65+,46
4418,GE,2008,f,65+,160
4419,GM,2008,f,65+,8
4420,GR,2005,f,65+,17
4421,GR,2006,f,65+,24
4422,GR,2007,f,65+,24
4423,GR,2008,f,65+,7
4424,GT,2008,f,65+,101
4425,GU,2008,f,65+,3
4426,GY,2008,f,65+,7
4427,HK,2008,f,65+,131
4428,HN,2008,f,65+,116
4429,HR,2005,f,65+,56
4430,HR,2006,f,65+,59
4431,HR,2008,f,65+,44
4432,HT,2008,f,65+,139
4433,HU,2005,f,65+,33
4434,HU,2006,f,65+,29
4435,HU,2007,f,65+,29
4436,HU,2008,f,65+,25
4437,ID,2008,f,65+,3143
4438,IE,2005,f,65+,8
4439,IE,2006,f,65+,3
4440,IE,2007,f,65+,4
4441,IE,2008,f,65+,2
4442,IL,2005,f,65+,9
4443,IL,2006,f,65+,7
4444,IL,2007,f,65+,14
4445,IL,2008,f,65+,19
4446,IQ,2008,f,65+,125
4447,IR,2008,f,65+,879
4448,IS,2005,f,65+,0
4449,IS,2006,f,65+,1
4450,IS,2007,f,65+,2
4451,IS,2008,f,65+,0
4452,IT,2005,f,65+,70
4453,IT,2006,f,65+,88
4454,IT,2007,f,65+,76
4455,IT,2008,f,65+,56
4456,JM,2008,f,65+,6
4457,JO,2008,f,65+,3
4458,JP,2008,f,65+,1872
4459,KE,2008,f,65+,296
4460,KG,2005,f,65+,98
4461,KI,2008,f,65+,4
4462,KM,2008,f,65+,2
4463,KN,2008,f,65+,0
4464,KP,2008,f,65+,604
4465,KR,2008,f,65+,1889
4466,KW,2008,f,65+,6
4467,KZ,2005,f,65+,187
4468,KZ,2007,f,65+,157
4469,KZ,2008,f,65+,185
4470,LB,2008,f,65+,2
4471,LC,2008,f,65+,2
4472,LR,2008,f,65+,44
4473,LS,2008,f,65+,54
4474,LT,2005,f,65+,54
4475,LT,2006,f,65+,53
4476,LT,2007,f,65+,37
4477,LT,2008,f,65+,44
4478,LU,2005,f,65+,0
4479,LU,2006,f,65+,1
4480,LU,2007,f,65+,0
4481,LU,2008,f,65+,0
4482,LV,2005,f,65+,12
4483,LV,2006,f,65+,13
4484,LV,2008,f,65+,12
4485,LY,2008,f,65+,17
4486,MA,2008,f,65+,358
4487,MD,2005,f,65+,18
4488,MD,2007,f,65+,25
4489,MD,2008,f,65+,25
4490,ME,2005,f,65+,8
4491,ME,2007,f,65+,1
4492,ME,2008,f,65+,7
4493,MG,2008,f,65+,171
4494,MH,2008,f,65+,0
4495,MK,2005,f,65+,13
4496,MK,2006,f,65+,11
4497,MK,2007,f,65+,8
4498,MK,2008,f,65+,10
4499,ML,2008,f,65+,121
4500,MO,2008,f,65+,5
4501,MP,2008,f,65+,0
4502,MT,2005,f,65+,0
4503,MT,2006,f,65+,0
4504,MT,2007,f,65+,0
4505,MT,2008,f,65+,2
4506,MU,2008,f,65+,1
4507,MX,2008,f,65+,836
4508,MY,2008,f,65+,657
4509,NC,2008,f,65+,1
4510,NL,2005,f,65+,4
4511,NL,2006,f,65+,10
4512,NL,2007,f,65+,12
4513,NL,2008,f,65+,7
4514,NO,2005,f,65+,3
4515,NO,2006,f,65+,3
4516,NO,2008,f,65+,6
4517,NR,2008,f,65+,0
4518,NZ,2008,f,65+,9
4519,OM,2008,f,65+,1
4520,PE,2008,f,65+,899
4521,PF,2008,f,65+,2
4522,PL,2005,f,65+,316
4523,PL,2006,f,65+,318
4524,PL,2007,f,65+,277
4525,PL,2008,f,65+,264
4526,PR,2008,f,65+,0
4527,PS,2008,f,65+,0
4528,PT,2005,f,65+,42
4529,PT,2006,f,65+,41
4530,PT,2007,f,65+,26
4531,PT,2008,f,65+,39
4532,PY,2008,f,65+,56
4533,QA,2008,f,65+,2
4534,RO,2005,f,65+,442
4535,RO,2006,f,65+,465
4536,RO,2008,f,65+,499
4537,RS,2005,f,65+,149
4538,RS,2006,f,65+,152
4539,RS,2007,f,65+,135
4540,RS,2008,f,65+,138
4541,RU,2008,f,65+,835
4542,SB,2008,f,65+,2
4543,SC,2008,f,65+,0
4544,SD,2008,f,65+,235
4545,SE,2005,f,65+,13
4546,SE,2006,f,65+,10
4547,SE,2007,f,65+,12
4548,SE,2008,f,65+,6
4549,SG,2008,f,65+,33
4550,SI,2005,f,65+,16
4551,SI,2006,f,65+,19
4552,SI,2007,f,65+,16
4553,SI,2008,f,65+,7
4554,SK,2005,f,65+,27
4555,SK,2006,f,65+,20
4556,SK,2007,f,65+,28
4557,SK,2008,f,65+,17
4558,SN,2008,f,65+,97
4559,SV,2008,f,65+,66
4560,SZ,2008,f,65+,19
4561,TJ,2005,f,65+,53
4562,TJ,2008,f,65+,73
4563,TM,2005,f,65+,8
4564,TM,2007,f,65+,35
4565,TO,2008,f,65+,0
4566,TR,2005,f,65+,213
4567,TR,2006,f,65+,256
4568,TR,2007,f,65+,255
4569,TR,2008,f,65+,236
4570,TT,2008,f,65+,7
4571,TV,2008,f,65+,0
4572,UA,2007,f,65+,861
4573,UG,2008,f,65+,206
4574,US,2008,f,65+,300
4575,UY,2008,f,65+,13
4576,UZ,2007,f,65+,436
4577,VE,2008,f,65+,182
4578,ZA,2008,f,65+,2117
4579,AD,2005,f,unknown,0
4580,AD,2006,f,unknown,0
4581,AD,2008,f,unknown,0
4582,AE,2008,f,unknown,0
4583,AL,2005,f,unknown,0
4584,AL,2006,f,unknown,0
4585,AL,2007,f,unknown,0
4586,AM,2005,f,unknown,0
4587,AM,2006,f,unknown,0
4588,AM,2007,f,unknown,0
4589,AM,2008,f,unknown,0
4590,AR,2008,f,unknown,8
4591,AT,2005,f,unknown,0
4592,AT,2006,f,unknown,0
4593,AZ,2005,f,unknown,0
4594,AZ,2006,f,unknown,0
4595,BA,2005,f,unknown,0
4596,BA,2006,f,unknown,2
4597,BA,2007,f,unknown,0
4598,BA,2008,f,unknown,0
4599,BB,2008,f,unknown,0
4600,BE,2005,f,unknown,0
4601,BE,2006,f,unknown,0
4602,BE,2008,f,unknown,0
4603,BG,2005,f,unknown,0
4604,BG,2008,f,unknown,0
4605,BH,2008,f,unknown,0
4606,BN,2008,f,unknown,0
4607,BR,2008,f,unknown,0
4608,BS,2008,f,unknown,0
4609,BW,2008,f,unknown,0
4610,BZ,2008,f,unknown,0
4611,CA,2008,f,unknown,0
4612,CH,2005,f,unknown,0
4613,CH,2006,f,unknown,0
4614,CH,2007,f,unknown,0
4615,CH,2008,f,unknown,0
4616,CM,2008,f,unknown,0
4617,CY,2005,f,unknown,0
4618,CY,2006,f,unknown,0
4619,CY,2007,f,unknown,0
4620,CY,2008,f,unknown,0
4621,CZ,2005,f,unknown,0
4622,CZ,2006,f,unknown,0
4623,CZ,2007,f,unknown,0
4624,CZ,2008,f,unknown,0
4625,DE,2005,f,unknown,0
4626,DE,2006,f,unknown,0
4627,DE,2007,f,unknown,0
4628,DE,2008,f,unknown,0
4629,DK,2005,f,unknown,0
4630,DK,2006,f,unknown,0
4631,DK,2007,f,unknown,0
4632,DK,2008,f,unknown,0
4633,DM,2008,f,unknown,0
4634,DO,2008,f,unknown,0
4635,EE,2005,f,unknown,0
4636,EE,2006,f,unknown,0
4637,EE,2007,f,unknown,0
4638,EE,2008,f,unknown,0
4639,EG,2008,f,unknown,3
4640,ES,2005,f,unknown,2
4641,ES,2006,f,unknown,1
4642,ES,2007,f,unknown,2
4643,ES,2008,f,unknown,1
4644,FI,2005,f,unknown,0
4645,FI,2006,f,unknown,0
4646,FI,2007,f,unknown,0
4647,FI,2008,f,unknown,0
4648,FM,2008,f,unknown,0
4649,FR,2005,f,unknown,0
4650,FR,2006,f,unknown,0
4651,FR,2007,f,unknown,0
4652,FR,2008,f,unknown,0
4653,GB,2005,f,unknown,1
4654,GB,2006,f,unknown,0
4655,GB,2007,f,unknown,2
4656,GB,2008,f,unknown,0
4657,GE,2006,f,unknown,1
4658,GE,2007,f,unknown,0
4659,GE,2008,f,unknown,0
4660,GM,2008,f,unknown,0
4661,GR,2005,f,unknown,0
4662,GR,2006,f,unknown,1
4663,GR,2007,f,unknown,2
4664,GR,2008,f,unknown,0
4665,GT,2008,f,unknown,0
4666,GU,2008,f,unknown,0
4667,GY,2008,f,unknown,0
4668,HK,2008,f,unknown,0
4669,HN,2008,f,unknown,0
4670,HR,2005,f,unknown,0
4671,HR,2006,f,unknown,0
4672,HR,2008,f,unknown,0
4673,HT,2008,f,unknown,0
4674,HU,2005,f,unknown,0
4675,HU,2006,f,unknown,0
4676,HU,2007,f,unknown,0
4677,HU,2008,f,unknown,1
4678,ID,2008,f,unknown,0
4679,IE,2005,f,unknown,0
4680,IE,2006,f,unknown,0
4681,IE,2007,f,unknown,0
4682,IE,2008,f,unknown,0
4683,IL,2005,f,unknown,0
4684,IL,2006,f,unknown,0
4685,IL,2007,f,unknown,0
4686,IL,2008,f,unknown,0
4687,IQ,2008,f,unknown,0
4688,IR,2008,f,unknown,0
4689,IS,2005,f,unknown,0
4690,IS,2006,f,unknown,0
4691,IS,2007,f,unknown,0
4692,IS,2008,f,unknown,0
4693,IT,2005,f,unknown,9
4694,IT,2006,f,unknown,10
4695,IT,2007,f,unknown,6
4696,IT,2008,f,unknown,1
4697,JM,2008,f,unknown,1
4698,JO,2008,f,unknown,0
4699,JP,2008,f,unknown,0
4700,KE,2008,f,unknown,0
4701,KG,2005,f,unknown,0
4702,KI,2008,f,unknown,0
4703,KM,2008,f,unknown,0
4704,KN,2008,f,unknown,0
4705,KP,2008,f,unknown,0
4706,KR,2008,f,unknown,0
4707,KW,2008,f,unknown,0
4708,KZ,2005,f,unknown,0
4709,KZ,2007,f,unknown,0
4710,KZ,2008,f,unknown,0
4711,LB,2008,f,unknown,0
4712,LC,2008,f,unknown,0
4713,LR,2008,f,unknown,0
4714,LS,2008,f,unknown,0
4715,LT,2005,f,unknown,0
4716,LT,2006,f,unknown,0
4717,LT,2007,f,unknown,0
4718,LT,2008,f,unknown,0
4719,LU,2005,f,unknown,0
4720,LU,2006,f,unknown,0
4721,LU,2007,f,unknown,0
4722,LU,2008,f,unknown,0
4723,LV,2005,f,unknown,0
4724,LV,2006,f,unknown,0
4725,LV,2008,f,unknown,0
4726,LY,2008,f,unknown,0
4727,MA,2008,f,unknown,0
4728,MD,2005,f,unknown,0
4729,MD,2007,f,unknown,0
4730,MD,2008,f,unknown,0
4731,ME,2005,f,unknown,0
4732,ME,2007,f,unknown,0
4733,ME,2008,f,unknown,0
4734,MG,2008,f,unknown,0
4735,MH,2008,f,unknown,0
4736,MK,2005,f,unknown,0
4737,MK,2006,f,unknown,0
4738,MK,2007,f,unknown,0
4739,MK,2008,f,unknown,0
4740,ML,2008,f,unknown,0
4741,MO,2008,f,unknown,0
4742,MP,2008,f,unknown,0
4743,MT,2005,f,unknown,0
4744,MT,2006,f,unknown,0
4745,MT,2007,f,unknown,0
4746,MT,2008,f,unknown,0
4747,MU,2008,f,unknown,0
4748,MX,2008,f,unknown,0
4749,MY,2008,f,unknown,0
